# Updated chemical synapses and gap junctions in the C. elegans
# From the dataset used by Cook et al.
ASIL,AWAR,2,Sp
ASIL,ASGL,3,Sp
ASIL,ASER,7,Sp
ASIL,ADFL,1,Sp
ASIL,AWCL,2,Sp
ASIL,AWCR,3,Sp
ASIL,ASKL,2,Sp
ASIL,CEPVR,1,Sp
ASIL,AIYL,2,Sp
ASIL,AIYR,2,Sp
ASIL,AIZL,1,Sp
ASIL,RIBL,1,Sp
ASIL,AIBL,2,Sp
ASIL,SAAVL,2,Sp
ASIL,RIAL,3,Sp
ASIL,RMFL,1,Sp
ASIR,AWAR,1,Sp
ASIR,ASGR,3,Sp
ASIR,ASEL,2,Sp
ASIR,ASER,1,Sp
ASIR,AWCL,1,Sp
ASIR,AWCR,4,Sp
ASIR,ASHR,1,Sp
ASIR,ADLR,1,Sp
ASIR,CEPVR,1,Sp
ASIR,AIAR,3,Sp
ASIR,AIBR,2,Sp
ASJL,ASKL,7,Sp
ASJL,ASKR,2,Sp
ASJL,CEPDL,1,Sp
ASJL,ALA,1,Sp
ASJL,PVQL,19,Sp
ASJL,HSNL,1,Sp
ASJL,HSNR,1,Sp
ASJR,ASKR,6,Sp
ASJR,PVQR,11,Sp
ASJR,HSNR,1,Sp
AWAL,ASGL,1,Sp
AWAL,AWBL,6,Sp
AWAL,ASEL,5,Sp
AWAL,AFDL,5,Sp
AWAL,ASHL,2,Sp
AWAL,AIYL,3,Sp
AWAL,AIZL,16,Sp
AWAL,ADAL,2,Sp
AWAR,ASIL,1,Sp
AWAR,ASGR,1,Sp
AWAR,AWBR,1,Sp
AWAR,ASER,4,Sp
AWAR,ADFR,4,Sp
AWAR,AFDR,13,Sp
AWAR,RIR,2,Sp
AWAR,AIYR,4,Sp
AWAR,AIAR,3,Sp
AWAR,AUAR,1,Sp
AWAR,AIZR,13,Sp
AWAR,RIFR,3,Sp
AWAR,RIGR,1,Sp
ASGL,ASKL,1,Sp
ASGL,AINR,1,Sp
ASGL,AIBL,7,Sp
ASGR,ASER,2,Sp
ASGR,AIYR,1,Sp
ASGR,AIAR,16,Sp
ASGR,AIBR,5,Sp
AWBL,AWAL,2,Sp
AWBL,ASEL,1,Sp
AWBL,ADFL,12,Sp
AWBL,AWCL,1,Sp
AWBL,ASHL,1,Sp
AWBL,AIYL,1,Sp
AWBL,AIZL,9,Sp
AWBL,AVHR,1,Sp
